space_id,dataset_id,subject_id,freq,data_time,series_tag,open,high,low,close,volume,amount
stock_cn,stock_cn_kline,sh688299,1H,2026-07-16T15:00:00+08:00,,13.09,13.15,12.9,12.99,1478285.0,19196037.0
stock_cn,stock_cn_kline,sh688333,1H,2026-07-16T10:30:00+08:00,,112.71,118.97,112.52,114.84,10187445.0,1177110290.0
stock_cn,stock_cn_kline,sh688333,1H,2026-07-16T11:30:00+08:00,,114.74,114.82,112.01,113.15,3034387.0,344478310.0
stock_cn,stock_cn_kline,sh688333,1H,2026-07-16T14:00:00+08:00,,113.29,113.75,111.89,112.61,2380184.0,267873300.0
stock_cn,stock_cn_kline,sh688333,1H,2026-07-16T15:00:00+08:00,,112.61,113.55,111.0,111.82,3299529.0,369772000.0
stock_cn,stock_cn_kline,sh688372,1H,2026-07-16T10:30:00+08:00,,145.66,149.49,140.2,146.34,4594875.0,666226120.0
stock_cn,stock_cn_kline,sh688372,1H,2026-07-16T11:30:00+08:00,,146.18,147.8,142.8,143.88,1587202.0,229891720.0
stock_cn,stock_cn_kline,sh688372,1H,2026-07-16T14:00:00+08:00,,144.0,145.48,139.8,140.44,2192563.0,311250770.0
stock_cn,stock_cn_kline,sh688372,1H,2026-07-16T15:00:00+08:00,,140.59,141.92,136.8,138.19,2885539.0,400218790.0
stock_cn,stock_cn_kline,sh688418,1H,2026-07-16T10:30:00+08:00,,39.25,39.7,38.0,39.1,1585469.0,61860777.0
stock_cn,stock_cn_kline,sh688418,1H,2026-07-16T11:30:00+08:00,,39.1,39.33,38.35,38.6,574514.0,22334700.0
stock_cn,stock_cn_kline,sh688418,1H,2026-07-16T14:00:00+08:00,,38.47,38.57,37.45,37.53,1123199.0,42715793.0
stock_cn,stock_cn_kline,sh688418,1H,2026-07-16T15:00:00+08:00,,37.53,37.7,36.56,36.7,1255752.0,46430770.0
stock_cn,stock_cn_kline,sh688489,1H,2026-07-16T10:30:00+08:00,,23.46,23.7,23.26,23.57,494639.0,11637538.3
stock_cn,stock_cn_kline,sh688489,1H,2026-07-16T11:30:00+08:00,,23.52,23.87,23.33,23.41,282161.0,6654212.7
stock_cn,stock_cn_kline,sh688489,1H,2026-07-16T14:00:00+08:00,,23.44,23.46,23.12,23.28,251691.0,5847990.0
stock_cn,stock_cn_kline,sh688489,1H,2026-07-16T15:00:00+08:00,,23.34,23.53,23.1,23.32,318745.0,7399749.0
stock_cn,stock_cn_kline,sh688533,1H,2026-07-16T10:30:00+08:00,,21.08,21.91,21.05,21.8,481502.0,10388474.0
stock_cn,stock_cn_kline,sh688533,1H,2026-07-16T11:30:00+08:00,,21.8,21.83,21.54,21.61,90684.0,1968532.6
stock_cn,stock_cn_kline,sh688533,1H,2026-07-16T14:00:00+08:00,,21.64,21.75,21.55,21.63,178980.0,3872277.4
stock_cn,stock_cn_kline,sh688533,1H,2026-07-16T15:00:00+08:00,,21.62,21.69,21.46,21.55,235541.0,5080690.0
stock_cn,stock_cn_kline,sh688578,1H,2026-07-16T10:30:00+08:00,,122.0,127.05,118.03,126.87,6746570.0,822851250.0
stock_cn,stock_cn_kline,sh688578,1H,2026-07-16T11:30:00+08:00,,126.85,127.29,121.07,123.91,2656772.0,330477450.0
stock_cn,stock_cn_kline,sh688578,1H,2026-07-16T14:00:00+08:00,,123.92,125.16,122.1,122.6,1876425.0,231762700.0
stock_cn,stock_cn_kline,sh688578,1H,2026-07-16T15:00:00+08:00,,122.62,124.57,120.35,124.1,2522386.0,308990100.0
